X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
5.202780,44.696860,7,34,0,0
5.271150,44.786550,7,34,0,0
1.279220,48.456180,7,34,0,0
1.988170,48.285610,7,34,0,0
4.300150,43.714810,7,34,2,108
4.373810,43.849270,7,34,2,16
4.679220,43.895590,7,34,2,21
-0.449100,44.700840,7,34,2,24
1.497910,46.606240,7,34,2,79
4.797710,45.360720,7,34,2,65
4.849040,45.499780,7,34,0,0
5.240530,45.071730,7,34,2,13
5.471490,46.598870,7,34,2,139
5.633220,46.526670,7,34,2,165
5.659960,46.525470,7,34,2,13
5.785140,46.953550,7,34,0,0
5.802630,46.909210,7,34,0,0
4.087550,45.988010,7,34,2,89
-2.088430,47.436590,7,34,2,109
-2.037800,47.505640,7,34,2,105
-1.055540,47.373890,7,34,0,0
1.690280,47.828930,7,34,2,125
2.435460,48.225600,7,34,0,0
0.120020,44.468950,7,34,0,0
0.161380,44.163000,7,34,0,0
-1.424550,49.465870,7,34,0,0
-1.347780,48.699330,7,34,2,134
5.902530,49.277870,7,34,2,98
6.224160,48.658440,7,34,2,51
3.120370,46.944550,7,34,2,177
2.409440,49.423640,7,34,0,0
1.846120,50.959990,7,34,0,0
3.101770,45.835490,7,34,2,11
3.634850,45.366360,7,34,2,58
0.320520,43.111860,7,34,2,46
7.736490,48.588710,7,34,2,126
4.788280,45.590840,7,34,0,0
3.972720,46.491460,7,34,2,20
4.808490,46.287440,7,34,2,122
2.231620,48.866440,7,34,2,25
0.479280,49.592510,7,34,2,23
0.516520,49.534850,7,34,2,58
1.100800,49.334340,7,34,2,91
1.103330,49.327520,7,34,2,49
1.106650,49.318050,7,34,2,54
2.792390,48.660060,7,34,2,74
2.132070,48.855460,7,34,0,0
-0.382740,46.420570,7,34,0,0
5.704790,43.185280,7,34,2,33
4.726510,44.212640,7,34,2,71
5.043000,43.837320,7,34,2,71
5.330280,44.052780,7,34,0,0
1.428640,46.116500,7,34,2,88
5.820790,48.107540,7,34,2,150
3.205480,48.288180,7,34,2,1
3.313330,48.195090,7,34,2,90
3.488570,47.959020,7,34,2,161
2.226940,48.952750,7,34,0,0
2.227800,48.952660,7,34,2,41
2.232910,48.955660,7,34,0,0
2.259080,48.945070,7,34,2,72
2.272620,48.949290,7,34,2,154
2.276480,48.950490,7,34,2,69
4.873090,46.275610,7,35,2,18
5.635090,46.239650,7,35,2,122
3.354150,49.402370,7,35,2,96
2.604210,46.333930,7,35,2,9
2.693070,46.711690,7,35,2,94
3.745400,46.530330,7,35,2,180
6.937750,43.883640,7,35,2,163
